datetime,signal_name,signal_value
2026-04-20 08:03:00,signal_2,-0.9845
2026-04-20 08:04:00,signal_2,-0.9932
2026-04-20 08:05:00,signal_2,-0.9364
2026-04-20 08:06:00,signal_2,-1.0667
2026-04-20 08:07:00,signal_2,-1.0670
2026-04-20 08:08:00,signal_2,-1.0893
2026-04-20 08:09:00,signal_2,-0.9793
2026-04-20 08:10:00,signal_2,-0.9995
2026-04-20 08:11:00,signal_2,-0.8566
2026-04-20 08:12:00,signal_2,-0.7936
2026-04-20 08:13:00,signal_2,-0.7259
2026-04-20 08:14:00,signal_2,-0.6858
2026-04-20 08:15:00,signal_2,-0.6842
2026-04-20 08:16:00,signal_2,-0.6255
2026-04-20 08:17:00,signal_2,-0.5927
2026-04-20 08:18:00,signal_2,-0.5296
2026-04-20 08:19:00,signal_2,-0.2733
2026-04-20 08:20:00,signal_2,-0.3012
2026-04-20 08:21:00,signal_2,-0.1840
2026-04-20 08:22:00,signal_2,-0.1314
2026-04-20 08:23:00,signal_2,-0.0104
2026-04-20 08:24:00,signal_2,0.1569
2026-04-20 08:25:00,signal_2,0.3049
2026-04-20 08:26:00,signal_2,0.2615
2026-04-20 08:27:00,signal_2,0.3788
2026-04-20 08:28:00,signal_2,0.5004
2026-04-20 08:29:00,signal_2,0.6531
2026-04-20 08:30:00,signal_2,0.6852
2026-04-20 08:31:00,signal_2,0.7881
2026-04-20 08:32:00,signal_2,0.8249
2026-04-20 08:33:00,signal_2,0.8006
2026-04-20 08:34:00,signal_2,0.9941
2026-04-20 08:35:00,signal_2,0.9863
2026-04-20 08:36:00,signal_2,0.9225
2026-04-20 08:37:00,signal_2,1.0646
2026-04-20 08:38:00,signal_2,1.0264
2026-04-20 08:39:00,signal_2,1.0890
2026-04-20 08:40:00,signal_2,0.9039
2026-04-20 08:41:00,signal_2,0.9693
2026-04-20 08:42:00,signal_2,0.9356
2026-04-20 08:43:00,signal_2,0.8684
2026-04-20 08:44:00,signal_2,0.8457
2026-04-20 08:45:00,signal_2,0.7251
2026-04-20 08:46:00,signal_2,0.6535
2026-04-20 08:47:00,signal_2,0.6555
2026-04-20 08:48:00,signal_2,0.5858
2026-04-20 08:49:00,signal_2,0.5850
2026-04-20 08:50:00,signal_2,0.4007
2026-04-20 08:51:00,signal_2,0.3026
2026-04-20 08:52:00,signal_2,0.2743
2026-04-20 08:53:00,signal_2,0.1829
2026-04-20 08:54:00,signal_2,0.0548
2026-04-20 08:55:00,signal_2,-0.0154
2026-04-20 08:56:00,signal_2,-0.2099
2026-04-20 08:57:00,signal_2,-0.2168
2026-04-20 08:58:00,signal_2,-0.4186
2026-04-20 08:59:00,signal_2,-0.3795
2026-04-20 09:00:00,signal_2,-0.6125
2026-04-20 09:01:00,signal_2,-0.5454
2026-04-20 09:02:00,signal_2,-0.6893
2026-04-20 09:03:00,signal_2,-0.7372
2026-04-20 09:04:00,signal_2,-0.8748
2026-04-20 09:05:00,signal_2,-0.9507
2026-04-20 09:06:00,signal_2,-0.9381
2026-04-20 09:07:00,signal_2,-1.0506
2026-04-20 09:08:00,signal_2,-1.0419
2026-04-20 09:09:00,signal_2,-1.0636
2026-04-20 09:10:00,signal_2,-1.0918
2026-04-20 09:11:00,signal_2,-0.9729
2026-04-20 09:12:00,signal_2,-0.9956
2026-04-20 09:13:00,signal_2,-0.9649
2026-04-20 09:14:00,signal_2,-0.8714
2026-04-20 09:15:00,signal_2,-0.9604
2026-04-20 09:16:00,signal_2,-0.9034
2026-04-20 09:17:00,signal_2,-0.7460
2026-04-20 09:18:00,signal_2,-0.7370
2026-04-20 09:19:00,signal_2,-0.6061
2026-04-20 09:20:00,signal_2,-0.4638
2026-04-20 09:21:00,signal_2,-0.4967
2026-04-20 09:22:00,signal_2,-0.4024
2026-04-20 09:23:00,signal_2,-0.2331
2026-04-20 09:24:00,signal_2,-0.1521
2026-04-20 09:25:00,signal_2,-0.0736
2026-04-20 09:26:00,signal_2,0.0624
2026-04-20 09:27:00,signal_2,0.1598
2026-04-20 09:28:00,signal_2,0.1925
2026-04-20 09:29:00,signal_2,0.3192
2026-04-20 09:30:00,signal_2,0.4734
2026-04-20 09:31:00,signal_2,0.4645
2026-04-20 09:32:00,signal_2,0.6746
2026-04-20 09:33:00,signal_2,0.5909
2026-04-20 09:34:00,signal_2,0.8262
2026-04-20 09:35:00,signal_2,0.7428
2026-04-20 09:36:00,signal_2,0.8833
2026-04-20 09:37:00,signal_2,0.8725
2026-04-20 09:38:00,signal_2,0.9004
2026-04-20 09:39:00,signal_2,0.8948
2026-04-20 09:40:00,signal_2,1.0173
2026-04-20 09:41:00,signal_2,0.9876
2026-04-20 09:42:00,signal_2,0.9571
2026-04-20 09:43:00,signal_2,0.9731
2026-04-20 09:44:00,signal_2,0.9331
2026-04-20 09:45:00,signal_2,0.9084
2026-04-20 09:46:00,signal_2,0.8057
2026-04-20 09:47:00,signal_2,0.7888
2026-04-20 09:48:00,signal_2,0.6935
2026-04-20 09:49:00,signal_2,0.7764
2026-04-20 09:50:00,signal_2,0.7008
2026-04-20 09:51:00,signal_2,0.4680
2026-04-20 09:52:00,signal_2,0.4755
2026-04-20 09:53:00,signal_2,0.4583
2026-04-20 09:54:00,signal_2,0.2327
2026-04-20 09:55:00,signal_2,0.0944
2026-04-20 09:56:00,signal_2,0.1348
2026-04-20 09:57:00,signal_2,-0.0365
2026-04-20 09:58:00,signal_2,-0.0372
2026-04-20 09:59:00,signal_2,-0.2102
2026-04-20 10:00:00,signal_2,-0.3917
2026-04-20 10:01:00,signal_2,-0.4383
2026-04-20 10:02:00,signal_2,-0.4638
2026-04-20 10:03:00,signal_2,-0.5137
2026-04-20 10:04:00,signal_2,-0.6815
2026-04-20 10:05:00,signal_2,-0.7834
2026-04-20 10:06:00,signal_2,-0.7612
2026-04-20 10:07:00,signal_2,-0.9143
2026-04-20 10:08:00,signal_2,-0.8800
2026-04-20 10:09:00,signal_2,-0.8736
2026-04-20 10:10:00,signal_2,-1.0341
2026-04-20 10:11:00,signal_2,-1.0593
2026-04-20 10:12:00,signal_2,-0.9071
2026-04-20 10:13:00,signal_2,-1.0424
2026-04-20 10:14:00,signal_2,-0.9461
2026-04-20 10:15:00,signal_2,-0.8882
2026-04-20 10:16:00,signal_2,-0.9460
2026-04-20 10:17:00,signal_2,-0.9658
2026-04-20 10:18:00,signal_2,-0.8010
2026-04-20 10:19:00,signal_2,-0.7867
2026-04-20 10:20:00,signal_2,-0.6913
2026-04-20 10:21:00,signal_2,-0.6422
2026-04-20 10:22:00,signal_2,-0.6577
2026-04-20 10:23:00,signal_2,-0.4798
2026-04-20 10:24:00,signal_2,-0.3186
2026-04-20 10:25:00,signal_2,-0.4023
2026-04-20 10:26:00,signal_2,-0.1313
2026-04-20 10:27:00,signal_2,-0.1057
2026-04-20 10:28:00,signal_2,-0.1026
2026-04-20 10:29:00,signal_2,0.0168
2026-04-20 10:30:00,signal_2,0.2542
2026-04-20 10:31:00,signal_2,0.2419
2026-04-20 10:32:00,signal_2,0.2862
2026-04-20 10:33:00,signal_2,0.4610
2026-04-20 10:34:00,signal_2,0.5172
2026-04-20 10:35:00,signal_2,0.5378
2026-04-20 10:36:00,signal_2,0.7099
2026-04-20 10:37:00,signal_2,0.7747
2026-04-20 10:38:00,signal_2,0.8922
2026-04-20 10:39:00,signal_2,0.9538
2026-04-20 10:40:00,signal_2,0.8796
2026-04-20 10:41:00,signal_2,0.9278
2026-04-20 10:42:00,signal_2,0.9403
2026-04-20 10:43:00,signal_2,0.9790
2026-04-20 10:44:00,signal_2,0.9385
2026-04-20 10:45:00,signal_2,1.0537
2026-04-20 10:46:00,signal_2,1.0475
2026-04-20 10:47:00,signal_2,0.9676
2026-04-20 10:48:00,signal_2,0.9369
2026-04-20 10:49:00,signal_2,0.9265
2026-04-20 10:50:00,signal_2,0.8449
2026-04-20 10:51:00,signal_2,0.7628
2026-04-20 10:52:00,signal_2,0.7565
2026-04-20 10:53:00,signal_2,0.6144
2026-04-20 10:54:00,signal_2,0.5636
2026-04-20 10:55:00,signal_2,0.4524
2026-04-20 10:56:00,signal_2,0.3529
2026-04-20 10:57:00,signal_2,0.2178
2026-04-20 10:58:00,signal_2,0.1824
2026-04-20 10:59:00,signal_2,0.1106
2026-04-20 11:00:00,signal_2,-0.0247
2026-04-20 11:01:00,signal_2,-0.0491
2026-04-20 11:02:00,signal_2,-0.2625
2026-04-20 11:03:00,signal_2,-0.3169
2026-04-20 11:04:00,signal_2,-0.4120
2026-04-20 11:05:00,signal_2,-0.4547
2026-04-20 11:06:00,signal_2,-0.5033
2026-04-20 11:07:00,signal_2,-0.6309
2026-04-20 11:08:00,signal_2,-0.7545
2026-04-20 11:09:00,signal_2,-0.8245
2026-04-20 11:10:00,signal_2,-0.9063
2026-04-20 11:11:00,signal_2,-0.8643
2026-04-20 11:12:00,signal_2,-0.8902
2026-04-20 11:13:00,signal_2,-1.0700
2026-04-20 11:14:00,signal_2,-1.0153
2026-04-20 11:15:00,signal_2,-0.9618
2026-04-20 11:16:00,signal_2,-0.9337
2026-04-20 11:17:00,signal_2,-1.0702
2026-04-20 11:18:00,signal_2,-0.9505
2026-04-20 11:19:00,signal_2,-0.9083
2026-04-20 11:20:00,signal_2,-0.9179
2026-04-20 11:21:00,signal_2,-0.8496
2026-04-20 11:22:00,signal_2,-0.8762
2026-04-20 11:23:00,signal_2,-0.6809
2026-04-20 11:24:00,signal_2,-0.6161
2026-04-20 11:25:00,signal_2,-0.5582
2026-04-20 11:26:00,signal_2,-0.5390
2026-04-20 11:27:00,signal_2,-0.4229
2026-04-20 11:28:00,signal_2,-0.2618
2026-04-20 11:29:00,signal_2,-0.1658
2026-04-20 11:30:00,signal_2,-0.0750
2026-04-20 11:31:00,signal_2,-0.0257
2026-04-20 11:32:00,signal_2,0.1281
2026-04-20 11:33:00,signal_2,0.1219
2026-04-20 11:34:00,signal_2,0.2707
2026-04-20 11:35:00,signal_2,0.4590
2026-04-20 11:36:00,signal_2,0.5177
2026-04-20 11:37:00,signal_2,0.4984
2026-04-20 11:38:00,signal_2,0.5732
2026-04-20 11:39:00,signal_2,0.6657
2026-04-20 11:40:00,signal_2,0.7121
2026-04-20 11:41:00,signal_2,0.9318
2026-04-20 11:42:00,signal_2,0.8709
2026-04-20 11:43:00,signal_2,0.9283
2026-04-20 11:44:00,signal_2,0.9757
2026-04-20 11:45:00,signal_2,1.0538
2026-04-20 11:46:00,signal_2,1.0566
2026-04-20 11:47:00,signal_2,1.0642
2026-04-20 11:48:00,signal_2,1.0098
2026-04-20 11:49:00,signal_2,0.9778
2026-04-20 11:50:00,signal_2,0.8957
2026-04-20 11:51:00,signal_2,0.8242
2026-04-20 11:52:00,signal_2,0.7942
2026-04-20 11:53:00,signal_2,0.8033
2026-04-20 11:54:00,signal_2,0.7681
2026-04-20 11:55:00,signal_2,0.6001
2026-04-20 11:56:00,signal_2,0.5357
2026-04-20 11:57:00,signal_2,0.4780
2026-04-20 11:58:00,signal_2,0.3615
2026-04-20 11:59:00,signal_2,0.2972
2026-04-20 12:00:00,signal_2,0.3117
2026-04-20 12:01:00,signal_2,0.1719
2026-04-20 12:02:00,signal_2,0.1061
2026-04-20 12:03:00,signal_2,-0.1228
2026-04-20 12:04:00,signal_2,-0.2165
2026-04-20 12:05:00,signal_2,-0.1920
2026-04-20 12:06:00,signal_2,-0.3982
2026-04-20 12:07:00,signal_2,-0.3571
2026-04-20 12:08:00,signal_2,-0.5825
2026-04-20 12:09:00,signal_2,-0.6907
2026-04-20 12:10:00,signal_2,-0.6917
2026-04-20 12:11:00,signal_2,-0.7140
2026-04-20 12:12:00,signal_2,-0.8712
2026-04-20 12:13:00,signal_2,-0.9612
2026-04-20 12:14:00,signal_2,-0.9617
2026-04-20 12:15:00,signal_2,-0.8714
2026-04-20 12:16:00,signal_2,-0.8952
2026-04-20 12:17:00,signal_2,-1.0452
2026-04-20 12:18:00,signal_2,-1.0395
2026-04-20 12:19:00,signal_2,-1.0621
2026-04-20 12:20:00,signal_2,-1.0499
2026-04-20 12:21:00,signal_2,-0.9316
2026-04-20 12:22:00,signal_2,-0.8343
2026-04-20 12:23:00,signal_2,-0.8111
2026-04-20 12:24:00,signal_2,-0.7601
2026-04-20 12:25:00,signal_2,-0.7010
2026-04-20 12:26:00,signal_2,-0.7243
2026-04-20 12:27:00,signal_2,-0.6972
2026-04-20 12:28:00,signal_2,-0.5185
2026-04-20 12:29:00,signal_2,-0.5269
2026-04-20 12:30:00,signal_2,-0.4620
2026-04-20 12:31:00,signal_2,-0.2933
2026-04-20 12:32:00,signal_2,-0.1897
2026-04-20 12:33:00,signal_2,-0.1156
2026-04-20 12:34:00,signal_2,-0.0122
2026-04-20 12:35:00,signal_2,0.0922
2026-04-20 12:36:00,signal_2,0.2697
2026-04-20 12:37:00,signal_2,0.3051
2026-04-20 12:38:00,signal_2,0.4363
2026-04-20 12:39:00,signal_2,0.4449
2026-04-20 12:40:00,signal_2,0.6521
2026-04-20 12:41:00,signal_2,0.6759
2026-04-20 12:42:00,signal_2,0.7405
2026-04-20 12:43:00,signal_2,0.8650
2026-04-20 12:44:00,signal_2,0.8746
2026-04-20 12:45:00,signal_2,0.8067
2026-04-20 12:46:00,signal_2,1.0057
2026-04-20 12:47:00,signal_2,0.9772
2026-04-20 12:48:00,signal_2,1.0682
2026-04-20 12:49:00,signal_2,0.9677
2026-04-20 12:50:00,signal_2,1.0862
2026-04-20 12:51:00,signal_2,0.9147
2026-04-20 12:52:00,signal_2,0.8750
2026-04-20 12:53:00,signal_2,0.8517
2026-04-20 12:54:00,signal_2,0.9422
2026-04-20 12:55:00,signal_2,0.8672
2026-04-20 12:56:00,signal_2,0.8978
2026-04-20 12:57:00,signal_2,0.7538
2026-04-20 12:58:00,signal_2,0.5920
2026-04-20 12:59:00,signal_2,0.6363
2026-04-20 13:00:00,signal_2,0.5968
2026-04-20 13:01:00,signal_2,0.4024
2026-04-20 13:02:00,signal_2,0.4322
2026-04-20 13:03:00,signal_2,0.3214
2026-04-20 13:04:00,signal_2,0.1426
2026-04-20 13:05:00,signal_2,0.0019
2026-04-20 13:06:00,signal_2,0.0238
2026-04-20 13:07:00,signal_2,-0.0740
2026-04-20 13:08:00,signal_2,-0.3111
2026-04-20 13:09:00,signal_2,-0.4140
2026-04-20 13:10:00,signal_2,-0.3862
2026-04-20 13:11:00,signal_2,-0.5134
2026-04-20 13:12:00,signal_2,-0.7025
2026-04-20 13:13:00,signal_2,-0.7703
2026-04-20 13:14:00,signal_2,-0.6718
2026-04-20 13:15:00,signal_2,-0.8195
2026-04-20 13:16:00,signal_2,-0.7975
2026-04-20 13:17:00,signal_2,-1.0152
2026-04-20 13:18:00,signal_2,-0.9841
2026-04-20 13:19:00,signal_2,-0.8830
2026-04-20 13:20:00,signal_2,-1.0892
2026-04-20 13:21:00,signal_2,-0.9563
2026-04-20 13:22:00,signal_2,-1.0923
2026-04-20 13:23:00,signal_2,-0.9291
2026-04-20 13:24:00,signal_2,-1.0183
2026-04-20 13:25:00,signal_2,-0.9439
2026-04-20 13:26:00,signal_2,-0.9557
2026-04-20 13:27:00,signal_2,-0.8918
2026-04-20 13:28:00,signal_2,-0.8094
2026-04-20 13:29:00,signal_2,-0.7214
2026-04-20 13:30:00,signal_2,-0.5827
2026-04-20 13:31:00,signal_2,-0.5808
2026-04-20 13:32:00,signal_2,-0.4688
2026-04-20 13:33:00,signal_2,-0.2854
2026-04-20 13:34:00,signal_2,-0.1922
2026-04-20 13:35:00,signal_2,-0.2190
2026-04-20 13:36:00,signal_2,-0.1765
2026-04-20 13:37:00,signal_2,-0.0470
2026-04-20 13:38:00,signal_2,0.1531
2026-04-20 13:39:00,signal_2,0.2763
2026-04-20 13:40:00,signal_2,0.2503
2026-04-20 13:41:00,signal_2,0.4204
2026-04-20 13:42:00,signal_2,0.4811
2026-04-20 13:43:00,signal_2,0.5383
2026-04-20 13:44:00,signal_2,0.6562
2026-04-20 13:45:00,signal_2,0.7102
2026-04-20 13:46:00,signal_2,0.7378
2026-04-20 13:47:00,signal_2,0.9107
2026-04-20 13:48:00,signal_2,0.8001
2026-04-20 13:49:00,signal_2,0.9424
2026-04-20 13:50:00,signal_2,1.0311
2026-04-20 13:51:00,signal_2,1.0598
2026-04-20 13:52:00,signal_2,0.9970
2026-04-20 13:53:00,signal_2,1.0188
2026-04-20 13:54:00,signal_2,0.9236
2026-04-20 13:55:00,signal_2,0.9417
2026-04-20 13:56:00,signal_2,0.9081
2026-04-20 13:57:00,signal_2,0.8646
2026-04-20 13:58:00,signal_2,0.7774
2026-04-20 13:59:00,signal_2,0.8739
2026-04-20 14:00:00,signal_2,0.7508
2026-04-20 14:01:00,signal_2,0.5899
2026-04-20 14:02:00,signal_2,0.5663
2026-04-20 14:03:00,signal_2,0.4884
2026-04-20 14:04:00,signal_2,0.4713
2026-04-20 14:05:00,signal_2,0.3756
2026-04-20 14:06:00,signal_2,0.3144
2026-04-20 14:07:00,signal_2,0.0924
2026-04-20 14:08:00,signal_2,0.0885
2026-04-20 14:09:00,signal_2,-0.0955
2026-04-20 14:10:00,signal_2,-0.1383
2026-04-20 14:11:00,signal_2,-0.1862
2026-04-20 14:12:00,signal_2,-0.3758
2026-04-20 14:13:00,signal_2,-0.4051
2026-04-20 14:14:00,signal_2,-0.6095
2026-04-20 14:15:00,signal_2,-0.6512
2026-04-20 14:16:00,signal_2,-0.7793
2026-04-20 14:17:00,signal_2,-0.8176
2026-04-20 14:18:00,signal_2,-0.8542
2026-04-20 14:19:00,signal_2,-0.8030
2026-04-20 14:20:00,signal_2,-0.9110
2026-04-20 14:21:00,signal_2,-0.9941
2026-04-20 14:22:00,signal_2,-1.0735
2026-04-20 14:23:00,signal_2,-1.0956
2026-04-20 14:24:00,signal_2,-1.0180
2026-04-20 14:25:00,signal_2,-0.9890
2026-04-20 14:26:00,signal_2,-1.0787
2026-04-20 14:27:00,signal_2,-0.9196
2026-04-20 14:28:00,signal_2,-0.9236
2026-04-20 14:29:00,signal_2,-0.9526
2026-04-20 14:30:00,signal_2,-0.8526
2026-04-20 14:31:00,signal_2,-0.8138
2026-04-20 14:32:00,signal_2,-0.6837
2026-04-20 14:33:00,signal_2,-0.7153
2026-04-20 14:34:00,signal_2,-0.4544
2026-04-20 14:35:00,signal_2,-0.5394
2026-04-20 14:36:00,signal_2,-0.3917
2026-04-20 14:37:00,signal_2,-0.3083
2026-04-20 14:38:00,signal_2,-0.0781
2026-04-20 14:39:00,signal_2,-0.1494
2026-04-20 14:40:00,signal_2,0.1189
2026-04-20 14:41:00,signal_2,0.1127
2026-04-20 14:42:00,signal_2,0.1509
2026-04-20 14:43:00,signal_2,0.3071
2026-04-20 14:44:00,signal_2,0.4117
2026-04-20 14:45:00,signal_2,0.5752
2026-04-20 14:46:00,signal_2,0.5503
2026-04-20 14:47:00,signal_2,0.6670
2026-04-20 14:48:00,signal_2,0.7454
2026-04-20 14:49:00,signal_2,0.7791
2026-04-20 14:50:00,signal_2,0.9467
2026-04-20 14:51:00,signal_2,0.8451
2026-04-20 14:52:00,signal_2,0.8887
2026-04-20 14:53:00,signal_2,1.0218
2026-04-20 14:54:00,signal_2,0.9163
2026-04-20 14:55:00,signal_2,0.9722
2026-04-20 14:56:00,signal_2,0.9821
2026-04-20 14:57:00,signal_2,1.0480
2026-04-20 14:58:00,signal_2,0.9524
2026-04-20 14:59:00,signal_2,0.9616
2026-04-20 15:00:00,signal_2,0.8847
2026-04-20 15:01:00,signal_2,0.7835
2026-04-20 15:02:00,signal_2,0.8707
2026-04-20 15:03:00,signal_2,0.6833
2026-04-20 15:04:00,signal_2,0.5787
2026-04-20 15:05:00,signal_2,0.6588
2026-04-20 15:06:00,signal_2,0.5757
2026-04-20 15:07:00,signal_2,0.3015
2026-04-20 15:08:00,signal_2,0.3807
2026-04-20 15:09:00,signal_2,0.1187
2026-04-20 15:10:00,signal_2,0.1016
2026-04-20 15:11:00,signal_2,-0.0713
2026-04-20 15:12:00,signal_2,0.0057
2026-04-20 15:13:00,signal_2,-0.2118
2026-04-20 15:14:00,signal_2,-0.2609
2026-04-20 15:15:00,signal_2,-0.3705
2026-04-20 15:16:00,signal_2,-0.3831
2026-04-20 15:17:00,signal_2,-0.4858
2026-04-20 15:18:00,signal_2,-0.7388
2026-04-20 15:19:00,signal_2,-0.6446
2026-04-20 15:20:00,signal_2,-0.7616
2026-04-20 15:21:00,signal_2,-0.8226
2026-04-20 15:22:00,signal_2,-0.8538
2026-04-20 15:23:00,signal_2,-1.0105
2026-04-20 15:24:00,signal_2,-1.0226
2026-04-20 15:25:00,signal_2,-0.9553
2026-04-20 15:26:00,signal_2,-1.0363
2026-04-20 15:27:00,signal_2,-0.9320
2026-04-20 15:28:00,signal_2,-0.9814
2026-04-20 15:29:00,signal_2,-0.9113
2026-04-20 15:30:00,signal_2,-0.8963
2026-04-20 15:31:00,signal_2,-0.9132
2026-04-20 15:32:00,signal_2,-0.8306
2026-04-20 15:33:00,signal_2,-0.8897
2026-04-20 15:34:00,signal_2,-0.7679
2026-04-20 15:35:00,signal_2,-0.6864
2026-04-20 15:36:00,signal_2,-0.6444
2026-04-20 15:37:00,signal_2,-0.5120
2026-04-20 15:38:00,signal_2,-0.4283
2026-04-20 15:39:00,signal_2,-0.2673
2026-04-20 15:40:00,signal_2,-0.1481
2026-04-20 15:41:00,signal_2,-0.1745
2026-04-20 15:42:00,signal_2,0.0437
2026-04-20 15:43:00,signal_2,0.0405
2026-04-20 15:44:00,signal_2,0.1482
2026-04-20 15:45:00,signal_2,0.2313
2026-04-20 15:46:00,signal_2,0.2514
2026-04-20 15:47:00,signal_2,0.4448
2026-04-20 15:48:00,signal_2,0.4790
2026-04-20 15:49:00,signal_2,0.5680
2026-04-20 15:50:00,signal_2,0.6372
2026-04-20 15:51:00,signal_2,0.6848
2026-04-20 15:52:00,signal_2,0.7186
2026-04-20 15:53:00,signal_2,0.8687
2026-04-20 15:54:00,signal_2,0.9932
2026-04-20 15:55:00,signal_2,0.8675
2026-04-20 15:56:00,signal_2,1.0350
2026-04-20 15:57:00,signal_2,0.9083
2026-04-20 15:58:00,signal_2,1.0463
2026-04-20 15:59:00,signal_2,0.9878
2026-04-20 16:00:00,signal_2,0.9637
2026-04-20 16:01:00,signal_2,0.8975
2026-04-20 16:02:00,signal_2,0.9759
2026-04-20 16:03:00,signal_2,0.9782
2026-04-20 16:04:00,signal_2,0.8385
2026-04-20 16:05:00,signal_2,0.7368
2026-04-20 16:06:00,signal_2,0.7527
2026-04-20 16:07:00,signal_2,0.5804
2026-04-20 16:08:00,signal_2,0.5779
2026-04-20 16:09:00,signal_2,0.5265
2026-04-20 16:10:00,signal_2,0.4160
2026-04-20 16:11:00,signal_2,0.2260
2026-04-20 16:12:00,signal_2,0.0992
2026-04-20 16:13:00,signal_2,0.1248
2026-04-20 16:14:00,signal_2,0.0784
2026-04-20 16:15:00,signal_2,-0.1040
2026-04-20 16:16:00,signal_2,-0.2200
2026-04-20 16:17:00,signal_2,-0.2313
2026-04-20 16:18:00,signal_2,-0.4736
2026-04-20 16:19:00,signal_2,-0.4198
2026-04-20 16:20:00,signal_2,-0.4980
2026-04-20 16:21:00,signal_2,-0.5642
2026-04-20 16:22:00,signal_2,-0.8129
2026-04-20 16:23:00,signal_2,-0.8405
2026-04-20 16:24:00,signal_2,-0.8992
2026-04-20 16:25:00,signal_2,-0.8471
2026-04-20 16:26:00,signal_2,-1.0313
2026-04-20 16:27:00,signal_2,-1.0649
2026-04-20 16:28:00,signal_2,-0.8949
2026-04-20 16:29:00,signal_2,-1.0583
2026-04-20 16:30:00,signal_2,-1.0604
2026-04-20 16:31:00,signal_2,-1.0807
2026-04-20 16:32:00,signal_2,-1.0654
2026-04-20 16:33:00,signal_2,-0.8698
2026-04-20 16:34:00,signal_2,-0.9688
2026-04-20 16:35:00,signal_2,-0.8176
2026-04-20 16:36:00,signal_2,-0.8211
2026-04-20 16:37:00,signal_2,-0.6405
2026-04-20 16:38:00,signal_2,-0.6706
2026-04-20 16:39:00,signal_2,-0.5321
2026-04-20 16:40:00,signal_2,-0.5574
2026-04-20 16:41:00,signal_2,-0.3768
2026-04-20 16:42:00,signal_2,-0.2736
2026-04-20 16:43:00,signal_2,-0.1470
2026-04-20 16:44:00,signal_2,-0.1591
2026-04-20 16:45:00,signal_2,-0.1251
2026-04-20 16:46:00,signal_2,0.0947
2026-04-20 16:47:00,signal_2,0.0982
2026-04-20 16:48:00,signal_2,0.3574
2026-04-20 16:49:00,signal_2,0.3779
2026-04-20 16:50:00,signal_2,0.4069
2026-04-20 16:51:00,signal_2,0.6042
2026-04-20 16:52:00,signal_2,0.6925
2026-04-20 16:53:00,signal_2,0.7197
2026-04-20 16:54:00,signal_2,0.7993
2026-04-20 16:55:00,signal_2,0.8069
2026-04-20 16:56:00,signal_2,0.9066
2026-04-20 16:57:00,signal_2,0.8838
2026-04-20 16:58:00,signal_2,1.0406
2026-04-20 16:59:00,signal_2,0.9712
2026-04-20 17:00:00,signal_2,0.9604
2026-04-20 17:01:00,signal_2,0.9842
2026-04-20 17:02:00,signal_2,1.0844
2026-04-20 17:03:00,signal_2,1.0762
2026-04-20 17:04:00,signal_2,1.0381
2026-04-20 17:05:00,signal_2,0.9488
2026-04-20 17:06:00,signal_2,0.8970
2026-04-20 17:07:00,signal_2,0.8524
2026-04-20 17:08:00,signal_2,0.7039
2026-04-20 17:09:00,signal_2,0.7041
2026-04-20 17:10:00,signal_2,0.5448
2026-04-20 17:11:00,signal_2,0.5425
2026-04-20 17:12:00,signal_2,0.5334
2026-04-20 17:13:00,signal_2,0.2941
2026-04-20 17:14:00,signal_2,0.2206
2026-04-20 17:15:00,signal_2,0.1075
2026-04-20 17:16:00,signal_2,0.1566
2026-04-20 17:17:00,signal_2,0.0520
2026-04-20 17:18:00,signal_2,-0.0648
2026-04-20 17:19:00,signal_2,-0.2652
2026-04-20 17:20:00,signal_2,-0.4197
2026-04-20 17:21:00,signal_2,-0.4109
2026-04-20 17:22:00,signal_2,-0.4578
2026-04-20 17:23:00,signal_2,-0.5843
2026-04-20 17:24:00,signal_2,-0.7226
2026-04-20 17:25:00,signal_2,-0.6950
2026-04-20 17:26:00,signal_2,-0.8186
2026-04-20 17:27:00,signal_2,-0.9025
2026-04-20 17:28:00,signal_2,-0.9037
2026-04-20 17:29:00,signal_2,-0.9356
2026-04-20 17:30:00,signal_2,-1.0000
2026-04-20 17:31:00,signal_2,-0.9041
2026-04-20 17:32:00,signal_2,-0.9333
2026-04-20 17:33:00,signal_2,-1.0446
2026-04-20 17:34:00,signal_2,-0.9094
2026-04-20 17:35:00,signal_2,-0.9155
2026-04-20 17:36:00,signal_2,-0.9581
2026-04-20 17:37:00,signal_2,-0.9349
2026-04-20 17:38:00,signal_2,-0.8988
2026-04-20 17:39:00,signal_2,-0.8440
2026-04-20 17:40:00,signal_2,-0.6345
2026-04-20 17:41:00,signal_2,-0.6928
2026-04-20 17:42:00,signal_2,-0.6190
2026-04-20 17:43:00,signal_2,-0.4795
2026-04-20 17:44:00,signal_2,-0.4026
2026-04-20 17:45:00,signal_2,-0.3928
2026-04-20 17:46:00,signal_2,-0.2946
2026-04-20 17:47:00,signal_2,-0.1665
2026-04-20 17:48:00,signal_2,-0.0527
2026-04-20 17:49:00,signal_2,0.0643
2026-04-20 17:50:00,signal_2,0.1872
2026-04-20 17:51:00,signal_2,0.3102
2026-04-20 17:52:00,signal_2,0.3534
2026-04-20 17:53:00,signal_2,0.4432
2026-04-20 17:54:00,signal_2,0.5379
2026-04-20 17:55:00,signal_2,0.7134
2026-04-20 17:56:00,signal_2,0.6939
